@relation audlt_scrub

@attribute age {Adult,Child,Senior}
@attribute workclass {Self-emp-not-inc,Private,State-gov,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute marital-status {Married-civ-spouse,Divorced,Married-spouse-absent,Never-married,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Adm-clerical,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Husband,Not-in-family,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute native-country {United-States,Cuba,Jamaica,India,Mexico,South,Puerto-Rico,Honduras,England,Canada,Germany,Iran,Philippines,Italy,Poland,Columbia,Cambodia,Thailand,Ecuador,Laos,Taiwan,Haiti,Portugal,Dominican-Republic,El-Salvador,France,Guatemala,China,Japan,Yugoslavia,Peru,Outlying-US(Guam-USVI-etc),Scotland,Trinadad&Tobago,Greece,Nicaragua,Vietnam,Hong,Ireland,Hungary,Holand-Netherlands}
@attribute work-status {PartTime,FullTime,OverTime}
@attribute capital-gain {None,High,Low}
@attribute capital-loss {None,High,Low}
@attribute salary {<=50K,>50K}

@data
Adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,1st-4th,Divorced,?,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Senior,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States,FullTime,None,High,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Child,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,?,10th,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,United-States,PartTime,None,None,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,Low,None,<=50K
Senior,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,Columbia,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Separated,Transport-moving,Not-in-family,Black,Male,United-States,FullTime,Low,None,<=50K
Adult,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Iran,FullTime,None,None,>50K
Adult,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,PartTime,None,None,<=50K
Adult,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,Some-college,Never-married,?,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,Low,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,?,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,FullTime,None,High,>50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,?,FullTime,None,None,<=50K
Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,10th,Widowed,Other-service,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,Cambodia,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Child,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Thailand,OverTime,None,None,>50K
Adult,?,Some-college,Never-married,?,Own-child,White,Male,Canada,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Child,Private,9th,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,Low,None,<=50K
Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,OverTime,Low,None,<=50K
Adult,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,FullTime,Low,None,>50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Germany,PartTime,None,None,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,High,None,>50K
Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,Ecuador,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,?,Masters,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,?,FullTime,Low,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,OverTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,Laos,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Taiwan,PartTime,Low,None,>50K
Adult,?,Some-college,Never-married,?,Own-child,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,Mexico,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,Low,<=50K
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Senior,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,?,Assoc-voc,Never-married,?,Own-child,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,FullTime,None,High,>50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Child,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,Haiti,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Senior,?,11th,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,?,Assoc-voc,Divorced,?,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,Iran,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,11th,Widowed,Other-service,Unmarried,Other,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,Portugal,FullTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,Low,>50K
Adult,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Child,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,PartTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,United-States,FullTime,None,High,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,PartTime,None,High,>50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,?,FullTime,Low,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,?,HS-grad,Never-married,?,Other-relative,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
